1,-0.372549,-0.372549,-0.372549,-0.372549,-0.372549,-0.372549
2,1.059631,-0.100281,0.874451,46.539307,15.258789,3.372192
3,0.983704,-0.243835,0.799011,30.456543,13.633728,4.417419
4,0.856262,-0.475769,0.866394,31.791687,21.652222,-3.326416
5,0.887756,-0.647644,1.003113,46.958923,30.059814,-21.614075
6,0.784729,-0.713074,1.288025,93.498230,32.966614,-33.889771
7,0.761536,-0.657898,1.339050,119.316101,12.214661,-34.317017
8,0.905090,-0.583191,1.037048,158.981323,-14.282227,-18.493652
9,0.999573,-0.478210,0.795349,204.986572,-15.495300,9.582520
10,0.950745,-0.438171,0.668884,228.622437,-1.800537,30.639648
11,0.835754,-0.411072,0.847839,225.242615,19.996643,38.238525
12,0.770325,-0.514832,0.987976,203.361511,8.888245,36.933899
13,0.992493,-0.601501,0.904480,168.403625,-15.060425,26.084900
14,1.167297,-0.476013,0.670105,142.257690,-23.216248,20.721436
15,1.022522,-0.323181,0.615662,117.317200,-7.095337,16.975403
16,0.706360,-0.302429,0.701355,114.479065,-7.347107,25.444031
17,0.779846,-0.706726,0.338562,141.479492,-48.645020,51.139832
18,0.880432,-1.250671,-0.024719,178.245544,-64.018250,71.166992
19,0.914368,-1.554138,-0.187561,196.327209,-57.975769,76.210022
20,0.689758,-1.657166,-0.261047,165.199280,-61.004639,37.033081
21,0.523254,-1.521667,-0.214417,141.693115,-77.346802,-11.505127
22,0.492981,-1.420105,-0.432922,144.638062,-109.764099,-37.422180
23,0.529602,-1.314880,-0.612854,180.625916,-134.445190,-46.623230
24,0.540833,-1.015320,-0.976868,201.210022,-166.412354,-57.617188
25,0.575745,-0.825134,-1.276917,167.686462,-184.074402,-78.598022
26,2.959290,7.650452,-8.117737,103.523254,-250.000000,-90.980530
27,-4.304626,0.798889,-2.788879,249.992371,249.992371,-53.520203
28,0.206116,1.919006,0.813904,249.992371,249.992371,-99.731445
29,0.084045,1.441223,2.533142,249.992371,249.992371,-115.882874
30,1.954651,1.042297,3.337341,249.992371,43.479919,-155.509949
31,1.156555,1.302063,2.324646,58.860779,-83.274841,-53.627014
32,0.498352,1.008118,1.465515,-250.000000,-155.075073,17.578125
33,0.134827,0.607971,0.903748,-250.000000,-243.141174,20.149231
34,-0.625916,0.322571,-0.286926,-250.000000,-250.000000,-22.872925
35,0.788879,0.191711,-4.497375,-142.196655,-250.000000,47.874451
36,0.129211,-0.407410,0.017761,242.431641,133.743286,-30.189514
37,-0.103943,0.356506,0.485291,241.477966,63.591003,-66.726685
38,0.779358,1.198547,0.078064,165.786743,-17.089844,-79.147339
39,1.077698,0.813049,-0.244202,62.957764,-7.293701,21.034241
40,0.796692,0.103333,-0.264709,33.470154,1.235962,61.164856
41,0.915833,0.051331,-0.284485,6.347656,24.917603,55.526733
42,0.908997,0.117493,-0.237854,-12.573242,61.408997,35.507202
43,0.950012,0.165344,-0.111877,-6.225586,83.755493,23.399353
44,0.973938,0.225647,0.070496,12.931824,78.323364,21.858215
45,0.893616,0.254211,0.242126,41.030884,42.968750,25.054932
46,0.985168,0.304993,0.230652,17.120361,-17.555237,24.932861
47,1.026428,0.303528,0.034363,0.930786,-42.388916,32.478333
48,1.066223,0.293030,-0.149963,-5.325317,-42.236328,33.782959
49,1.050842,0.245178,-0.178284,-8.918762,-23.323059,31.982422
50,1.061584,0.241272,-0.078918,-15.838623,3.837585,26.367188
51,1.109436,0.216370,-0.002014,-26.573181,9.262085,24.406433
52,1.167542,0.190247,0.028748,-40.740967,6.767273,24.467468
53,1.188293,0.149963,0.004822,-57.273865,1.228333,24.353027
54,1.157043,0.130188,-0.017883,-44.258118,-11.833191,26.329041
55,1.131653,0.140686,-0.027405,-27.526855,-29.518127,26.924133
56,1.116516,0.048889,-0.141907,-28.419495,-33.996582,29.991150
57,1.089905,0.050354,-0.082336,-19.706726,-24.223328,29.319763
58,1.080627,0.048889,-0.044983,-18.806458,-21.926880,26.954651
59,1.042297,0.085999,0.000671,-10.437012,-19.454956,25.802612
60,1.061584,0.147522,-0.045959,-4.997253,-11.825562,26.741028
61,1.049377,0.138977,-0.036438,-5.264282,-0.930786,31.715393
62,1.049866,0.045959,-0.033752,-7.362366,9.506226,31.921387
63,1.033752,0.079651,0.012878,-11.184692,26.054382,30.296326
64,1.051575,0.135071,0.078064,-32.012939,33.027649,33.073425
65,1.080627,0.107727,0.129578,-57.060242,18.898010,39.985657
66,1.092346,-0.101501,0.112000,-67.825317,-5.172729,30.899048
67,1.111877,-0.120789,0.101501,-60.684204,-17.478943,20.141602
68,1.136047,-0.072693,0.086365,-37.712097,-27.320862,12.603760
69,1.153381,0.012268,0.081238,-18.089294,-38.131714,7.560730
70,1.144836,0.075012,0.010193,-10.643005,-50.361633,2.418518
71,1.059387,0.132385,-0.118713,-14.739990,-42.900085,12.901306
72,1.045959,0.138489,-0.084045,-12.138367,-27.206421,23.986816
73,0.978821,0.062561,-0.024719,-5.790710,-20.561218,34.614563
74,0.901428,0.053772,0.016541,-6.225586,-18.203735,40.100098
75,1.031067,0.022034,0.032166,-13.244629,-30.380249,31.524658
76,0.962708,0.034485,-0.096008,-17.913818,-29.983521,27.626038
77,0.975403,0.014954,-0.122620,-20.980835,-19.828796,28.717041
78,0.999329,0.005188,-0.137756,-16.868591,-7.545471,35.194397
79,0.961243,-0.075378,-0.121399,-6.347656,5.783081,42.678833
80,0.961243,-0.080261,-0.078430,2.349854,11.253357,40.435791
81,0.967590,-0.038757,-0.090637,4.127502,16.723633,36.903381
82,1.019104,-0.077820,-0.012512,11.238098,16.883850,33.470154
83,1.035461,-0.086609,-0.000549,11.871338,7.934570,25.077820
84,1.080627,-0.065857,-0.001526,5.523682,4.135132,16.174316
85,1.127014,-0.008972,-0.038147,-1.060486,1.213074,10.330200
86,1.124329,-0.002869,-0.064758,-2.044678,4.295349,14.724731
87,1.096252,-0.020935,-0.055481,-5.012512,7.064819,17.784119
88,1.107727,-0.053650,-0.034729,-4.615784,7.728577,18.615723
89,1.103821,-0.076843,-0.020325,-5.546570,-0.320435,20.019531
90,1.081604,-0.123718,-0.021545,-9.521484,-9.346008,17.654419
91,1.095520,-0.131287,-0.044983,-9.124756,-10.200500,11.985779
92,1.096252,-0.102722,-0.007874,-6.347656,-10.787964,6.080627
93,1.101135,-0.091736,-0.010559,-7.598877,-10.925293,5.149841
94,1.092590,-0.039978,-0.045227,-3.707886,-9.834290,7.553101
95,1.058899,-0.021423,-0.023743,1.609802,-3.227234,12.207031
96,1.089417,0.011292,0.012634,1.739502,3.524780,12.634277
97,1.095276,0.041565,0.003357,-12.237549,-3.631592,27.099609
98,1.084534,-0.021912,-0.022522,-29.830933,-8.979797,35.293579
99,1.045227,-0.118347,-0.030823,-39.009094,-11.550903,36.720276
100,0.993713,-0.206482,-0.016174,-40.260315,-16.189575,30.853271
